
cheap;	Low and or reduced in price. Of little worth. Of poor quality. underhand. dubious. pricey. flimsy. priced-off. expensive. fighting game terms. dear. bargain. no frills. valuable. precious. high-priced. inexpensive. frugal.

press;	to reduce to a particular shape or form by pressure, especially flatten or smooth to compress, squeeze An exercise in which weight is forced away from the body by extension of the arms or legs. mental pressure to hasten, urge onward to drive or thrust by pressure, to force in a certain direction A device used to apply pressure to an item. A publisher. the press newspapers, journalism as a branch of society An additional bet in a golf match that duplicates an existing usually losing wager in value, but begins even at the time of the bet. a printing press Pure, unfermented, unaltered grape juice. a muscle exercise that applies pressure A printing machine. to clasp, hold in an embrace. to hug to throng, crowd A collective term for the print based media both the people and the newspapers To flatten a selected area of fabric using an iron with an up-and-down, not sliding, motion, so as to avoid disturbing adjacent areas. to print to weigh upon, oppress, trouble to lay stress upon, emphasize a press. a tool that applies pressure to make things flat, to make juice to exert weight or force against, to act upon with with force or weight An enclosed storage space eg closet, cupboard. to force to a certain end or result. to urge strongly, impel to urge, beseech, entreat Alas, he weeps too! Something presses him She took her son, and press d Put the cups in the press. I would like some Concord press with my meal tonight. to press cloth with an iron stoppa pressarna to press fruit for the purpose of extracting the juice to press a crowd back The two gentlemen who conducted me to the island were pressed by their private affairs to return in three days. Swift, Gulliver s Travels, III. He would reveal, but dare not.-Sir, be comforted. Fletcher, Pilgrim, I.. The illustrious infant to her fragrant breast Dryden, Illiad, VI.. He turns from us. to press a hat If we read but a very little, we naturally want to press it all. if we read a great deal, we are willing not to press the whole of what we read, and we learn what ought to be pressed and what not. M. Arnold, Literature and Dogma, Pref. This article appeared in the press. Stop the presses! He can even the match with a press. God heard their prayers, wherein they earnestly pressed him for the honor of his great name. Winthrop, Hist. New England, II.... according to a member of the press... stop the presses... a flower press. This is the fourth set of benchpresses. There will be five more. then there will be five sets of presses on an inclined bench press charges. press cake. press down. trouser press. bench press. closet. printing press. wardrobe. apelsinpress. press on. brevpress. pressa. pressfrihet. hot off the press. blompress. press-mark. pressbyr. benpress. b nkpress. hot press. cupboard. pressning. fruit press. tryckpress. shoulder press. pressing. pressed. presses.

sort;	To arrange into some order, especially numerically, alphabetically or chronologically. black absorbing all light shorts pants worn primarily in the summer that do not go lower than the knees luck group, company. fortune To fix a problem, to handle a task. to sort out. To separate according to certain criteria. A person. An act of sorting. A general type. black color color lot, fate sort, kind quality brand cultivar An algorithm for sorting a list of items into a particular order. spell A piece of metal type used to print one letter, character, or symbol in a particular size and style. This guy s a decent sort. I had a sort of my cupboard genre. sort-out. person. individual. sorted. glyph. sorting algorithm. class. categorize. genus. sort algorithm. type. kind. variety. character. classify. rank. r vidnadr g. order. categorise. sorting. sort out. group. clothing. colors.

poser;	To install, fit To land a plane To ask a question To lay, place poseur. someone who affects some behavior, style, attitude or other condition, often to impress or influence others To stop carrying, to put down something or somebody A particularly difficult question or puzzle. Someone who, or something which, poses. a person who sets their body in a fixed position, such as for photography or painting. apposer. impostor. imposer. faker. superposer. demander. d poser. juxtaposer.

viscountess;	A female member of the peerage who bears the title in her own right. The wife of a viscount. Before his own elevation to an earldom, Disraeli s wife was created Viscountess Beaconsfield by Queen Victoria.

ivy;	Any of several woody, climbing or trailing evergreen plants of the genus Hedera. poison ivy. vine. ivied. creeper. ivy league. kudzu. climber.

laundry;	A place or room where laundering is done - including, by extension, other forms of laundering than clothes washing. A laundering. a washing. That which needs to be, is being, or has been laundered. You ve left your dirty laundry all over the house.

iron;	objection, differing opinion A handgun. shackles. To pass an iron over clothing or some other item made of cloth in order to remove creases. A golf club used for middle-distance shots. Made of the metal iron. A tool or appliance made of metal, which is heated and then used to transfer heat to something else. most often a thick piece of metal fitted with a handle and having a flat, roughly triangular bottom, which is heated and used to press wrinkles from clothing, and now usually containing an electrical heating apparatus. A metallic chemical element having atomic number, and symbol Fe. Strong as of will, inflexible. A male homosexual. A dark shade of the color color silver. He held on with an iron grip. She had an iron will. queer. atom. press. old. smoothing iron. long iron. adamantine. tool. adamant. qualifier. iron. color. leg irons. - iron. ferric. andiron. metal. restraint. mechanical. metallic. flatiron. molecule. poof. element. short iron. ferrous. shackles. silver. mangle. fashioned. wrought. ferrum. gridiron. color. weapon. device. driving iron. airon. brassbound. shade. chemical elements.

graduation;	The action or process of graduating and receiving a diploma for completing a course of study such as from an educational institution. A commencement ceremony. A marking i.e. on a container indicating a measurement. scale.

sore;	afternoon Causing pain or discomfort. painfully sensitive. Dire. distressing. Very, excessively, extremely. Sorely. that one sun Feeling animosity towards. annoyed or angered. An injured, infected, inflamed or diseased patch of skin. The school was in sore need of textbooks, theirs having been ruined in the flood. Her feet were sore from walking so far. They put ointment and a bandage on the sore. They were sore afraid. Joe was sore at Bob for beating him at checkers.... were often sore pressed to follow the trail at all, and at best were so delayed that in the afternoon of the second day, they still had not overhauled the fugitive. blister. lesion. ulcer. medical signs and symptoms.

preto;	The color black. A black man. black colors.

armored;	Clad or equipped with arms or armor. Covered with armor, as a ship or the face of a fortification. armor-plated.

printer;	A device, usually attached to a computer, used to print text or images onto paper. Also see plotter. The operator of a printing press or owner of a printing business. One who makes prints. printer

medium;	a medium, a middle part in communication, a substance useful for communication e.g. aether, a spiritual connection Anything having a measurement intermediate between extremes, such as a garment or container. Of intermediate size, degree, amount etc.. Arithmetically average. The nature of the surrounding environment, e.g. solid, liquid, gas, vacuum, or a specific substance such as a solvent. middle, center, medium, midst A format for communicating or presenting information. medium The material or empty space through which signals, waves or forces pass. The materials used to finish a workpiece using a mass finishing or abrasive blasting process. Of meat, cooked to a point greater than rare but less than well done. typically, so the meat is still red in the center. A liquid base which carries pigment in paint. The means or channel by which an aim is achieved. A tool used for painting or drawing. community, public, publicity Someone who supposedly conveys information from the spirit world. A person whom garments or apparel of intermediate size fit. A nutrient solution for the growth of cells in vitro. Acrylics, oils, charcoal and gouache are all mediums I used in my painting. In some instances one can take advantage of differential carbohydrate fermentation capabilities of microorganisms by incorporating one or more carbohydrates in the medium along with a suitable pH indicator. Such media are called differential media e.g., eosin methylene blue or MacConkey agar and are commonly used to isolate enteric bacilli. medel. intermediate. e medio abeo. medial. in medio. massmedium. median. mediocrity. etermedium. mediate. differential medium. mediocre. mediation. mean. mediator. mediaklimat.

nymph;	The larva of certain insects. A young girl, especially one who inspires lustful feelings. Any minor female deity associated with water, forests, c. hamadryad. instar. lolita. nereid. naiad. hesperide. dryad. limnade. nympho. nymphet. nymphette. auloniad. meliae. pegaeae. oread. alseid. nymphomania. napaeae. crinaeae. nymphomaniac. oceanid. insects. roman mythology.

facial;	facial A sex act of male ejaculation onto another person s face. a personal care beauty treatment which involves cleansing and moisturizing of the human face. Of or affecting the face. A foul play which involves one player hitting another in the face. He gave his wife a creamy facial. facial profiling. facial nerve. facial expression. facial hair. facial cream. facial feature. sex.

elementary;	Sublunary. not celestial. belonging to the sublunary sphere, to which the four classical elements earth, air, fire and water were confined. composed of or pertaining to these four elements. Relating to an elementary school. Relating to the basic, essential or fundamental part of something. Relating to a subatomic particle.

cartoon;	An animated piece of film which is often but not exclusively humorous. A drawing satirising current public figures. A diagram in a scientific concept. An artist s preliminary sketch. A humorous drawing, often with a caption, or a strip of such drawings. To draw a cartoon. funny pages. caricature. political cartoon. strip cartoon. funny papers. comic book. comic strip. funnies. visualization.

emergency;	Related to the emergency or to the provision of assistance. The quality of being emergent. sudden or unexpected appearance. an unforeseen occurrence. A situation such as a natural or man-made disaster requiring urgent assistance. The department of a hospital that treats emergencies. emergency vehicles emergency entrance. emergency room. emergency department. casualty. emergency response. state of emergency. emergency ward. police. emerg. emergency medical technician. er. emergency medical services. fire department.

spasm;	A violent, excruciating seizure of pain. To produce and undergo a spasm. A sudden, involuntary contraction of a muscle, a group of muscles, or a hollow organ. A sudden and temporary burst of energy, activity, or emotion. pathology.

recreation;	Any activity, such as play, that amuses, diverts or stimulates. recreation facility. r and r. leisure. recreation room. recreation center.

carl;	A female hemp plant. a freeman, a man of middle rank, and the middle social class in norse and anglo-saxon society A rude, rustic man. a churl. To snarl. to talk grumpily or gruffly. full of ache, sorrow, and grief, children again, dizzards, they carle many times as they sit, and talk to themselves, they are angry, waspish, displeased with everything.

caro;	dear all senses Greatly valued. dear. loved. lovable. meat, flesh Of high price. expensive. expensive dear tsar, czar wagon, cart, lorry, truck dear beloved, or in the salutation of a letter, sweetheart pulp of a fruit dear darling dear, precious, expensive costly carero. caricia. carn litas. carino. carn lis. carn lia. costoso. carn rium. carest a. encarecimiento. carissimo. cari o. encarecer. careza. querido. carn liter. russia.

curious;	Fastidious, particular. demanding a high standard of excellence, difficult to satisfy. unusual. odd. out of the ordinary. bizarre Inquisitive. tending to ask questions, investigate, or explore. Prompted by curiosity. Young children are naturally curious about the world and everything in it. The platypus is a curious creature, with fur like a mammal and a beak like a bird. But departing thence, when we found no houses, we were not curious in any weather, to lie or nights together upon any shore under the trees by a good fire. But he to shift their curious request, Gan causen, why she could not come in place. curio. curiosity.

practical;	that part of an exam or series of exams in which the candidate has to demonstrate their practical ability Being likely to be effective and applicable to a real situation. able to be put to use Of a person, having skills or knowledge that are practical Based on practice or action rather than theory or hypothesis Jack didn t get an engineering degree, but has practical knowledge of metalworking. All in all, Jack s a very practical chap Jack s knowledge has the practical benefit of giving us useful prototype parts. impractical. practicality. practice. practitioner. practically. practice. practicable. theoretical.

carr;	car A marsh or fen on which low trees or bushes grow. a marshy woodland. A bog or marsh. marshy ground, swampland. stone, rock The marsh lands or carrs that covered the low-lying floor of the vale could not be cultivated and the poorly drained flanks of the vale would be best used as pasture.

care;	Polite or formal way to say want. maintenance, upkeep To look after. To be mindful of. Grief, sorrow. Close attention. concern. responsibility the state of being cared for by others which The treatment of those in need especially as a profession which, that, who worry To be concerned about, have an interest in. in care I don t have a care in the world. Care should be taken when holding babies. Would you care for another slice of cake? dental care Would you care to dance? El este un om care a v zut foarte multe lucruri. - He is a man who has seen very many things. Care din aceste jocuri este nou? - Which of these games is new? I don t care what you think. Young children can learn to care for a pet. Have a care, Buquet ghosts like not to be seen or talked about! Than Feraunte his cosyn had grete care and cryed full lowde. care for. car. es.

card;	A removable electronic device that may be inserted into a powered electronic device to provide additional capability. thistle An amusing but slightly foolish person. A tabular presentation of the key statistics of an innings or batsmen s scores and how they were dismissed, extras, total score and bowling figures. To check IDs at a venue with a minimum age requirement A machine for disentangling the fibers of wool prior to spinning. Any flat, normally rectangular piece of stiff paper, plastic etc.. A hand-held tool formed similarly to a hairbrush but with bristles of wire or other rigid material. It is used principally with raw cotton, wool, hair, or other natural fibers to prepare these materials for spinning into yarn or thread on a spinning wheel, with a whorl or other hand-held spindle. The card serves to untangle, clean, remove debris from, and lay the fibers straight. A resource or an argument, used to a achieve a purpose. A map or chart. To use a carding device to disentangle the fibers of wool prior to spinning. Any game using playing cards. a card game. A comb - or brush-like device or tool to raise the nap on a fabric. card identification, financial, SIM etc but not playing card A list of scheduled events or of performers or contestants. To scrape or tear someone s flesh using a metal comb, as a form of torture. A playing card. He played cards with his friends. They have to card anybody who looks or younger. What s on the card for tonight? He accused them of playing the race card. The government played the Orange card to get support for their Ireland policy. Oh, Marek, you card. As pilot well expert in perilous waue, Vpon his card and compas firmes his eye. But really the deadpan is key. You can essentially trick people into laughing at nothing. scheda.

moist;	Characterised by the presence of pus, mucus etc.. Watery, liquid, fluid. Of tearful, wet with tears. Sexually lubricated of the vagina. sexually aroused, turned on of a woman. Pertaining to one of the four essential qualities formerly believed to be present in all things, characterised by wetness. Slightly wet. characterised by the presence of moisture, not dry. damp. Of weather, climate etc. rainy, damp. The other car didn t explode, continues Shujaa. The explosives were a bit moist. They had been stored in a place that was too humid. Eyes moist, he hugged one of his attorneys and later I feel like I ve been reborn. Joseph Smith, a diffident, conscientious young man with moist hands and an awkward, absent-minded manner, was head gardener at Wotton Vanborough. He slid a finger in me, checking to make sure I was moist and ready for him. Pituita, or phlegm, is a cold and moist humor, begotten of the colder parts of the chylus. With its mild, moist climate, Britain is uniquely placed to grow good grass. Some being of the opinion of Thales, that water was the originall of all things, thought it most equall to submit unto the principle of putrefaction, and conclude in a moist relentment. damp. moisture. moisten. dank. liquids.

marshal;	to arrange troops etc. in line for inspection or a parade A person in charge of the ceremonial arrangement and management of a gathering. to arrange facts etc. in some methodical order A high-ranking officer in the household of a medieval prince or lord, who was originally in charge of the cavalry and later the military forces in general. to ceremoniously guide, conduct or usher A sheriff s assistant. A military officer of the highest rank in several countries, including France and the former Soviet Union. equivalent to a general of the army in the United States. See also field marshal. to gather data for transmission marshals. marshalling. marshalled. military ranks.

literary;	Relating to literature. Knowledgeable of literature or writing. Appropriate to literature rather than everyday writing. Relating to writers, or the profession of literature. Bookish. literacy. literary form. literary criticism. letter. literature. literary genre. literate. literary technique. literary device. literary theory. literal.

ion;	ion atom bearing an electrical charge. An atom or group of atoms bearing an electrical charge such as the sodium and chlorine atoms in a salt solution. ionic. cation. anion. physics. chemistry.

vase;	vase A container used mainly for displaying fresh, dried, or artificial flowers. silt, mud containers.

declaration;	The specification of a variables type In common law, the formal document specifying plaintiff s cause of action, including the facts necessary to sustain a proper cause of action, and to advise the defendant of the grounds upon which he is being sued. A list of items for various legal purposes, e.g. customs declaration. The act, by the captain of a batting side, of declaring an innings closed. The act or process of declaring. A written or oral indication of a fact, opinion, or belief. Forasmuch as many have taken in hand to set forth in order a declaration of those things which are most surely believed among us... statement. avowal. statutory. statutory declaration. notice. complaint. communication.

freaky;	odd. bizarre. unusual sexually deviant resembling a freak scary. frightening I ve heard the props and costumes in this play are quite freaky. The things she asked me to do were too freaky for me. Have you met the freaky new guy who moved in next door? get one s freak on. get freaky.

prix;	price prize prix fixe. grand prix.

casa;	home shop Family, dynasty, descent, extraction, stock, lineage, birth, origin, race not human race, but meaning the preceding words. the house. cash desk house hut, cottage, house. A house. House, home. Company, firm. fund square case coffin Get out of my casa! He now has a home in the mountains, Dumbledore is who provided it, a beautiful cave. Ele agora tem uma casa nas montanhas, foi Dumbledore que arranjou, uma bela caverna. casa editrice. casa, dolce casa. casata. casilla. caser a. casa di piacere. el casado casa quiere. casale. casa d appuntamenti. casa generalizia. caseta. caser o. casa da gioco. casalingo. casa di cura. abitazione. caseggiato. casa dello studente. casa farmaceutica. casa di pena. casa onde n o h p o, todos ralham e ningu m tem raz o. casa de empe o. casol. quem casa quer casa. dimora. casa famiglia. fatto in casa. casa de bolsa. casato. casa di moda. en casa de herrero, cuchara de palo. casareccio. casa di tolleranza. caxa. mi casa es tu casa. casa popolare. casotto. casa de citas. em casa de ferreiro, espeto de pau. casa di bambole. mi casa es su casa. casa roubada, trancas porta. padrona di casa. casita. casa colonica. casa discografica. casa de cambio. vino della casa. casolare. casucha. casa costruttrice. casa m a, casa m a, por peque a que t seas, me pareces una abad a. casamatta. casa bianca. casalinga. casamento. casero. casa reale. casina. rincasare. casa madre. c s. casa di riposo. casa di correzione. casa barca. casar. casino.

rutherford;	An obsolete unit of radioactivity rd, defined as the activity of a quantity of radioactive material in which one million nuclei decay per second. rutherford unit rutherfordium megabecquerel. units of measure. chemical elements.

cart;	A small, open, wheeled vehicle, drawn or pushed by a person or animal, more often used for transporting goods than passengers. A small motor vehicle resembling a car. a go cart. To carry goods. A cartridge for a video game system. My Final Fantasy cart on the NES is still alive and kicking. I ve been carting these things around all day. put the cart before the horse. cartwheel. golf cart. push cart. shopping cart. oxcart. luggage cart. go cart. dogcart. vehicles.

spark;	in plural sparks but treated as a singular A ship s radio operator. kick To give off a spark or sparks. A gallant, a foppish young man An electrician. A small particle of glowing matter, either molten or on fire. A beau, lover To woo, court a kick A short or small burst of electrical discharge. To trigger, kindle into activity an argument, etc. A small amount of something, such as an idea, that has the potential to become something greater, just as a spark can start a fire. sparker. spark knock. fr spark. spark coil. beginning. spark of life. brotsspark. germ. hornaspark. spark plug. glimmer. sparkle. spark transmitter. m lspark. spark off. sparks fly. sparka. sparkish. spark arrester. bright spark. ney spark. spark gap. football soccer.

vary;	To change with time. rice Of a group, to display differences. Not to remain constant. variation. variability. various. variance. variant. variable. variety. varied. var. i. ed.

rumor;	A statement or claim of questionable accuracy, from no known reliable source, usually spread by word of mouth. To tell a rumor about. to gossip. Rumour, rumor. Information or misinformation of the kind contained in such claims. murmur rumor They say he used to be a thief, but that s just rumor. John is rumored to be next in line for a promotion. There s a rumor going round that he s going to get married. rumorear. information. gossip. hearsay. tittle-tattle. talk.

rabbi;	A Jewish spiritual teacher. rabbi rebbetzin. rabbiini. judaism.

railway;	A transport system using these rails used to move passengers or goods. A track, consisting of parallel rails, over which wheeled vehicles may travel. subway. railroad. tramway. railroad track. rail transportation.

cast;	To perform, bring forth a magical spell or enchantment. To direct one s eyes, gaze etc.. The casting procedure. To set a bone etc. in a cast. An object made in a mould. Of dogs, to spread out and search for a scent. To change a variable type from, for example, integer to real, or integer to text. complex, intricate, many-sided The mould used to make cast objects To heave the lead and line in order to ascertain the depth of water. ticklish To twist or warp of fabric, timber etc.. To throw forward a fishing line, net etc. into the sea. To deposit a ballot or voting paper. to formally register one s vote. An act of throwing. Specifically, to throw down or aside. To assign a role in a play or performance. To throw. To bring the bows of a sailing ship on to the required tack just as the anchor is weighed by use of the headsail. to bring a ship round. A small mass of earth thrown off or excreted by a worm. Something which has been thrown, dispersed etc.. To remove, take off clothes. To add up a column of figures. cross-cast refers to adding up a row of figures. To give birth to prematurely. to miscarry. To throw off the skin as a process of growth. to shed the hair or fur of the coat. A supportive and immobilising device used to help mend broken bones. chaste A squint. cast contorted, curly, curved To plan, intend to do something. The collective group of actors performing a play or production together. Contrasted with crew. To calculate the astrological value of a horoscope, birth etc.. chaste, clean, pure To shape molten metal etc. by pouring into a mould. to make an object in such a way. To throw light etc. on or upon something, or in a given direction. Casting is generally an indication of bad design. The doctor put a cast on the boy s broken arm. The area near the stream was covered with little bubbly worm casts. A plaster cast was made of his face. The cast was praised. The men got into position for the cast, two at the ladle, two with long rods, all with heavy clothing. He s in the cast of Oliver. The cast would need a great deal of machining to become a recognizable finished part. The director cast the part carefully. As Jesus walked by the see off Galile, he sawe two Simon which was called Peter, and Andrew his brother, castynge a neet into the see for they were fisshers. So she to Guyon offred it to tast. Who taking it out of her tender hond, The cup to ground did violently cast, That all in peeces it was broken fond. The threat of Russian barbarism sweeping over the free world will cast its ominous shadow over us for many, many years.. She then yawned again, threw aside her book, and cast her eyes round the room in quest of some amusement. when the serjeant saw me, he cast his coat and put it on me, and they carried me on their shoulders to a village where the wounded were and our surgeons. Near Puerto Limon, Costa Rica, Madman, co-pilot and plane were caught in a storm, cast into the Caribbean, drowned. One copy of the magnificent caveman, The Thinker, of which Rodin cast several examples in bronze, is seated now in front of the Detroit Museum of Art, where it was placed last autumn. Why then a Ladder quaintly made of Cords To cast vp, with a paire of anchoring hookes, Would serue to scale another Hero s towre. being with childe, they may without feare of accusation, spoyle and cast their children, with certaine medicaments, which they have only for that purpose. You know the saying, Ne er cast a clout till May is out? Well, personally, I m bored of my winter clothes by March. A sudden thought cast a gloom over his countenance. it is profitable for thee that one of thy members should perish, and not that thy whole body should be cast into hell. He clambered on to an apron of rock that held its area out to the sun and began to cast across it. The direction of the wind changed and the scent touched him again. I cast up the notches on my post, and found I had been on shore three hundred and sixty-five days. The more, an please your honor, the pity, said the Corporal. in uttering which, he cast his spade into the wheelbarrow. he is a perfect astrologer, that can cast the rise and fall of others, and mark their errant motions to his own use. Her bow is not to her liking. In a temper, she casts it on the grass. I wrapt my selfe in Palmers weed, And cast to seeke him forth through daunger and great dreed. The Clearke of hee can write and reade, and cast accompt. Fayre damesell, I thanke you hartely, seyde Sir Launcelot, but truly, seyde he, I caste me never to be wedded man. The abortion of a woman they describe by an horse kicking a wolf. because a mare will cast her foal if she tread in the track of that animal. To whom do Lyons cast their gentle Lookes? Not to the Beast, that would vsurpe their Den. pur. rolverdeling. plaster cast. rolbezetting. cast. casting. casts.

cass;	foot, leg daa. gv. choshagh. l. yl. anatomy.

stereo;	stereo, stereophonic A device used for playing music, usually in the home, that reproduces sound using stereo. stereo radio, boombox etc A system of recording or reproducing sound that uses two channels, each playing a portion of the original sound in such a way as to create the illusion of locating the sound at a particular position, each offset from the other, thereby more accurately imitating the location of the original sound when the recorded or reproduced sound is heard. stereophony Of sound, music, etc, recorded in stereo. Of a pair of one depicting the view as would be seen from one eye and the other from the other eye, so that when viewed appropriately, they combine to give an impression of three dimensions. He liked to listen to classical music on his stereo. stereoscopic. stereophonic. stereofonico. stereographic. stereoscope. surround sound.

cash;	in cash of paying To exchange a check cheque for money in the form of notes bills. Cash register. cash In coins and bills notes. Any of several low-denomination coins of India or China, especially the Chinese copper coin. straight up abruptly Money. Money in the form of notes bills and coins, as opposed to cheques checks or electronic transactions. baar. cash. es.

case;	A specific inflection of a word depending on its function in the sentence. box on form A box that contains or can contain a number of identical items of manufacture. Grammatical cases and their meanings taken either as a topic in general or within a specific language. A piece of luggage that can be used to transport an apparatus such as a sewing machine. The nature of a piece of alphabetic type, whether a capital upper case or small lower case letter. hut, cabin, shack To survey a building or other location surreptitiously, as in preparation for a robbery. A suitcase. The outer covering or framework of a piece of apparatus such as a computer. A unit of liquid measure used to measure sales in the beverage industry equivalent to fluid ounces. A legal proceeding, lawsuit. To place an item or items of manufacture into a box, as in preparation for shipment. The last remaining card of a particular rank Four of a kind. square on boardgame A piece of furniture, constructed partially of transparent glass or plastic, within which items can be displayed. An instance of a specific condition or set of symptoms. A piece of work, specifically defined within a profession. An actual event, situation, or fact. Latin has six cases, and remnants of a seventh. Latin is a language that employs case. Jane has been studying case in Caucasian languages. The accusative case canonically indicates a direct object. For a change, in this case, he was telling the truth. It was one of the detective s easiest cases. The doctor told us of an interesting case he had treated that morning. There were another five cases reported overnight. In case of fire, break glass. on fire extinguisher holder in public space He drew the case eight! Social workers should work on a maximum of forty active cases. It is not the case that every unfamiliar phrase is an idiom. You are in the grounds of Brockholes Abbey, a house into which a great deal of valuable property has just been moved. And your job is to case the joint for a break in. hard case. grammatical cases. grammatical case. case d part. cas. ing. units of measure. containers.

thumb;	The short thick digit of the hand that for humans has the most mobility and can be made to oppose moved to touch all of the other fingers. To touch with the thumb. To hitchhike The part of a slider that may be moved linearly along the slider. A thumbnail picture. To turn the pages of a book in order to read it cursorily. I thumbed through the book and decided not to bother reading it all. So I started thumbin back east, toward my hometown. digit. digit i. anatomy. page. browse. pollex. first digit. leaf. finger. thumby. peruse. opposable thumb. fingers.

song;	song A short musical composition with lyrics for voice or voices, performed by singing. A melodious sound made by a bird, insect, whale or other animal. bed The act or art of singing. Something that cost only a little. chiefly in. He bought that car for a song. Kven er det som syng denne songen? I love hearing the song of canary birds. Who sings this song? Thomas listened to his favorite song on the radio yesterday. go for a song. canticle.

steeplechase;	An athletics event in which the runners have to run metres round a track, jumping hurdles and a water obstacle along A horse race, either across open country, or over an obstacle course grand national. athletics. horse racing.

archaeological;	Relating to the science or research of archaeology. archaeology.

augusto;	I make venerable, glorify. August

irt;	to exterminate, to extirpate, to eradicate, to slaughter, to destroy irt s.

pleasing;	Agreeable. giving pleasure, cheer, enjoyment or gratification. Sense of satisfaction, as in the phrase to my pleasing. satisfaction. pleasantly. pleasant.

auguste;	August August. noble, stately A kind of circus clown. A type of clown with a white makeup. Feminine plural form of augusto vintre. yare. June. trimestre. semestre. mensu. kristonasko. spring. sesone. march. maye. autumn. January. novembre. July. year. februare. September. calendar. paske. desembre. November. may. kalendre. April. oktobre. christmas. januare. sumre. trimester. julie. December. marte. easter. winter. February. septembre. season. printempe. autumne. month. summer. October. aprile. semester. quarter.

all-time;	unsurpassed up to the present time

soledad;	solitude

jeux;	Plural of jeu.

ringer;	A stockman. a drover Someone who rings, especially a bell ringer. A person highly proficient at a skill or sport who is brought in, often fraudulently, to supplement a team. In the game of horseshoes, when the horseshoe lands around the pole. A top performer A person with orange or red hair, often used as an insult. A person, animal, or entity which resembles another so closely as to be taken for the other. Now usually in the phrase dead ringer Good ringers, pull your best, quoth he. Pull, if ye never pull d before. dead ringer.

drill;	To repeat an idea frequently in order to encourage someone to remember it. An Old World monkey of West Africa, Mandrillus leucophaeus, similar in appearance to the mandrill, but lacking the colorful face. tool An activity done as an exercise or practice especially a military exercise A strong, durable cotton fabric with a strong bias diagonal in the weave. To create a hole by removing material with a drill. To cause one s subordinates to drill. To practice, especially in a military context. Any of several molluscs, of the genus Urosalpinx, that drill holes in the shells of other animals To investigate or examine something in more detail or at a different level A tool used to remove material so as to create a hole, typically by plunging a rotating cutting bit into a stationary workpiece. The portion of a drilling tool that drives the bit To hit or kick with a lot of power. Drill a small hole to start the screw in the right direction. The instructor drilled into us the importance of reading the instructions. Drill deeper and you may find the underlying assumptions faulty. Wear safety glasses when operating an electric drill. They drilled daily to learn the routine exactly. The sergeant was up by every morning, drilling his troops. Regular fire drills can ensure that everyone knows how to exit safely in an emergency. Use a drill with a wire brush to remove any rust or buildup. He did get their attention when he drilled the ball dead center into the hole for an opening birdie. Without compromising he drilled the ball home, leaving Dynamos ill-fated keeper diving for fresh air. drill bit. twist drill. drill down. drill sergeant. drill press. tools. primates.

sona;	happy, fortunate wasp happy to atone to make reparation for a crime fortunate, lucky immediately, quickly, straight away. soon f rsona. soon.

plague;	To afflict with a disease or other calamity. To harass, pester or annoy someone persistently or incessantly. A grave nuisance, whatever greatly irritates An epidemic or pandemic caused by any pestilence, but specifically by the above disease. A widespread affliction, calamity or destructive influx, especially when seen as divine retribution. used absolutely, usually The Pest The pestilent disease Plague, caused by the virulent bacterium Yersinia pestis and mostly known by its variant form bubonic plague. Natural catastrophies plagued the colonists till they abandoned the pestilent marshland Rascal Bart is an utter plague, his pranks never cease until he s put over the knee Wikis are often plagued by vandalism Ten Biblical plagues over Egypt, ranging from locusts to the death of the crown prince, finally forced Pharaoh to let Moses s people go plaguey. plaguer. plaguesome. pest. plagues. plagued. plaguing. death.

helper;	One who helps. an aide.

parson;	A Protestant minister. An Anglican cleric having full legal control of a parish under ecclesiastical law. a rector. parsondom. parsonage.

strength;	To give strength to. to strengthen. The strongest part of something. The intensity of a force or power. potency. A positive attribute. The quality of being strong. It requires great strength to lift heavy objects. Have the strength of ten men. We all have our own strengths and weaknesses. Lo! thou hast tau t ful many men, and thou hast strengthid hondis maad feynt. weakness. expertise. fortitude. strong. potency. power. strongly.

wrestling;	A sport where two opponents attempt to subdue each other in bare-handed grappling using techniques of leverage, holding, and pressure points. A professional tumbling act that emulates the sport of wrestling. Also called professional wrestling. It is distinguished from sport wrestling -- which has strict internationally recognized rules and is conducted on a mat -- by being scripted, rehearsed, conducted in a boxing ring rather than on a mat, and programmed as entertainment. ring. kanjin-sumo. greco-roman. clench. wrestling. hold. counter. sumo. on the canvas. on the mat. on the ropes. wrestling.

walnut;	color Having a dark brown color, the color of walnut wood. The nut of the walnut tree. color A dark brown color, the color of walnut wood. The wood of the walnut tree. A hardwood tree of the genus Juglans. butternut. hickory. colors. english walnut. black walnut. white walnut. satin walnut. browns. colors. trees. nuts. woods.

sony;	He often would say, My father will not come from Washington time enough to see his sony.

catholic;	Universal. all-encompassing. Pertaining to all kinds of people and their range of tastes, proclivities etc.. He has catholic tastes. Essentially, and in idea, the empire, in the minds of the Romans, was world-wide. This conception descended to the Church, which was Catholic in spite of Buddhists, Confucians, and later Muhammadans. universal.

ira;	fern anger, rage a strong feeling of displeasure, hostility or antagonism towards someone or something third-person singular indicative future tense of aller ire, wrath anger, ire, wrath ire, anger dies irae - day of wrath airar. irascibile. rabbia. iracondo. furia.

