1	82369	373660	711472
2	8166	42526	40094
3	4107	14785	9805
4	2520	7587	4412
5	1735	4566	2407
6	1311	3014	1481
7	970	2149	1037
8	864	1733	887
9	620	1223	501
10	562	1019	381
11	479	817	323
12	417	700	236
13	343	545	202
14	292	453	161
15	255	403	129
16	255	326	127
17	253	286	82
18	162	271	76
19	185	234	94
20	158	223	55
21	162	196	54
22	120	162	55
23	113	168	38
24	105	156	39
25	122	138	32
26	92	125	29
27	86	120	26
28	84	98	26
29	78	98	31
30	68	83	24
31	75	91	17
32	74	86	19
33	71	74	14
34	63	65	11
35	52	68	9
36	60	60	16
37	54	61	9
38	61	35	12
39	46	51	4
40	41	41	7
41	47	40	9
42	44	41	10
43	37	43	6
44	39	34	7
45	36	33	10
46	42	37	9
47	29	44	4
48	39	32	6
49	43	29	4
50	30	27	5
51	34	27	3
52	26	22	3
53	33	42	4
54	38	25	2
55	31	17	6
56	27	29	4
57	21	23	7
58	30	19	2
59	21	18	1
60	28	21	1
61	20	14	3
62	19	18	4
63	19	16	6
64	27	21	7
65	18	23	0
66	16	16	1
67	22	21	4
68	23	10	1
69	17	16	0
70	13	19	0
71	11	12	2
72	21	15	1
73	19	14	4
74	16	16	2
75	9	12	0
76	19	13	1
77	11	11	1
78	17	11	1
79	9	14	2
80	14	14	1
81	10	9	3
82	11	11	1
83	14	7	2
84	8	11	0
85	17	10	2
86	12	11	1
87	12	7	2
88	13	12	0
89	11	10	1
90	12	8	1
91	15	8	1
92	7	9	1
93	9	9	0
94	9	8	0
95	7	6	0
96	8	11	0
97	7	11	0
98	9	3	1
99	6	5	0
100	9	7	0
101	3	5	1
102	10	7	0
103	11	6	0
104	8	7	0
105	7	3	0
106	5	7	0
107	6	8	3
108	12	6	0
109	10	7	0
110	8	8	0
111	7	4	1
112	4	2	1
113	4	5	0
114	6	3	0
115	7	10	1
116	9	4	0
117	4	3	1
118	4	5	1
119	5	10	1
120	6	2	0
121	4	2	0
122	11	3	0
123	1	6	1
124	10	3	1
125	9	2	0
126	5	4	0
127	6	2	0
128	6	4	0
129	3	3	0
130	8	6	0
131	6	0	0
132	7	2	2
133	5	4	1
134	3	5	0
135	2	3	1
136	6	3	1
137	1	3	1
138	4	4	0
139	1	2	0
140	2	5	0
141	3	2	0
142	4	6	1
143	7	2	0
144	3	2	0
145	3	3	0
146	7	2	1
147	3	4	0
148	3	3	1
149	4	2	0
150	4	2	0
151	6	3	0
152	5	1	1
153	5	2	0
154	2	3	0
155	7	2	0
156	6	1	0
157	4	2	0
158	1	1	0
159	5	3	0
160	1	2	0
161	2	2	0
162	3	0	1
163	4	2	0
164	1	3	0
165	3	2	0
166	4	1	0
167	5	0	0
168	5	4	0
169	2	3	0
170	6	4	0
171	3	1	0
172	2	1	0
173	4	1	0
174	5	0	0
175	1	1	0
176	4	2	0
177	5	2	0
178	1	1	0
179	1	0	0
180	4	2	0
181	3	0	0
182	1	3	0
183	2	0	0
184	1	2	0
185	3	1	0
186	2	0	0
187	3	3	0
188	2	0	0
189	3	0	0
190	1	2	0
191	1	2	0
192	4	1	1
193	2	1	0
194	5	1	0
195	1	0	0
196	1	1	0
197	4	1	0
198	2	1	0
199	2	4	0
200	2	2	0
201	3	0	0
202	2	3	0
203	2	3	0
205	3	2	0
206	4	2	0
207	0	1	0
208	1	1	0
209	3	1	0
210	2	1	0
211	1	3	0
212	2	1	0
213	4	3	0
214	0	3	0
215	5	1	0
216	1	0	1
217	5	1	0
218	1	0	0
219	3	0	0
220	2	1	0
221	3	1	0
222	3	0	0
223	3	0	0
224	3	1	0
225	1	0	0
227	0	1	0
228	1	1	0
229	1	0	0
230	2	1	1
231	1	1	0
232	5	3	0
233	0	1	0
234	1	1	0
235	0	2	0
236	1	1	0
237	1	2	1
238	0	2	0
239	5	0	0
241	1	1	0
243	0	1	0
244	0	1	0
245	2	0	0
247	0	1	0
248	3	0	0
249	2	0	0
250	0	1	0
251	2	0	0
252	0	2	0
253	0	1	0
254	2	0	0
255	5	0	0
256	4	0	0
257	1	1	0
258	2	1	0
260	0	1	0
261	1	0	1
262	4	1	0
264	0	1	0
265	1	0	0
266	2	2	0
267	1	1	0
268	1	1	0
270	2	2	0
271	1	0	0
272	1	1	0
273	3	0	0
274	1	2	0
275	1	1	0
276	2	0	0
277	1	0	0
278	1	0	0
280	1	1	0
281	3	0	0
282	1	3	0
283	1	1	0
284	1	0	0
285	1	0	0
287	1	1	0
288	1	1	0
289	1	0	0
290	0	1	0
291	1	0	0
292	0	1	0
294	1	1	1
296	0	1	0
298	0	1	0
300	0	1	0
301	3	2	0
302	1	2	0
303	1	0	0
304	2	0	0
305	1	0	0
307	1	1	0
308	1	0	0
309	1	0	0
310	3	1	0
311	0	1	0
312	1	3	0
314	1	0	0
316	2	0	0
317	1	1	0
318	1	0	0
319	0	1	0
320	1	0	0
321	1	3	0
322	0	1	0
323	0	1	0
324	0	1	0
325	1	0	0
327	1	1	0
328	2	1	0
330	4	0	0
331	1	0	0
332	3	1	0
336	0	2	0
338	1	0	0
339	0	2	0
340	1	1	0
341	1	0	0
342	1	0	0
343	1	0	0
344	1	1	0
345	1	0	0
346	1	0	0
348	0	1	0
349	1	0	0
350	2	0	0
353	1	1	0
354	1	0	0
355	0	1	0
359	3	0	0
360	1	0	0
361	0	2	0
362	1	0	0
363	1	0	0
364	2	0	0
366	1	0	0
369	1	1	0
372	1	0	0
374	1	0	0
377	1	1	0
380	1	0	0
381	0	1	0
383	2	0	0
387	1	1	0
390	0	1	0
391	1	0	0
392	1	0	0
394	1	0	0
395	1	0	0
402	1	0	0
403	2	1	0
404	2	0	0
405	1	0	0
406	0	1	0
410	1	0	0
414	0	2	0
417	1	0	0
419	0	1	0
422	1	0	0
423	1	0	0
424	2	0	0
427	0	1	0
429	0	1	0
430	0	1	0
431	0	1	0
435	0	1	0
436	1	0	0
438	1	0	0
440	2	0	0
442	1	0	0
445	0	1	0
447	1	0	0
450	1	0	0
453	1	0	0
454	2	0	0
455	1	0	0
457	1	0	0
460	2	0	0
461	1	0	0
462	2	0	0
468	1	0	0
470	0	1	0
471	0	1	0
476	0	2	0
478	0	1	0
484	1	0	0
486	1	0	0
487	0	1	0
488	0	1	0
490	0	1	0
491	1	0	0
492	1	2	0
494	1	0	0
498	0	1	0
499	2	0	0
500	1	2	1
503	1	0	0
505	0	1	0
506	1	0	0
507	1	0	0
509	0	1	0
510	0	1	0
516	1	0	0
518	1	0	0
522	0	3	0
523	2	1	0
526	1	0	0
533	1	1	0
534	1	0	0
535	0	1	0
536	2	0	0
542	1	0	0
543	2	0	0
545	3	0	0
549	1	1	0
551	1	0	0
555	1	0	0
556	1	0	0
558	0	1	0
569	1	0	0
574	1	0	0
575	0	1	0
577	1	0	0
602	0	1	0
604	1	0	0
607	1	0	0
615	1	1	0
617	1	1	0
618	0	1	0
625	0	1	0
626	1	0	0
628	0	1	0
631	1	0	0
634	1	0	0
636	1	0	0
638	1	0	0
640	1	0	0
643	0	1	0
651	0	1	0
661	1	0	0
668	1	0	0
670	1	0	0
673	1	1	0
677	1	0	0
683	1	1	0
689	1	0	0
701	1	0	0
715	1	0	0
719	0	1	0
721	1	0	0
729	1	0	0
733	1	0	0
736	0	1	0
745	1	0	0
757	1	0	0
763	1	0	0
767	1	1	0
768	1	0	0
770	1	0	0
771	1	0	0
772	1	0	0
774	1	0	0
776	1	0	0
777	3	0	0
778	1	0	0
781	1	0	0
785	0	1	0
793	0	1	0
804	1	0	0
805	1	0	0
817	1	0	0
830	1	0	0
836	1	0	0
839	1	0	0
841	1	0	0
842	1	0	0
850	1	0	0
854	1	0	0
863	1	0	0
864	1	0	0
865	1	0	0
873	0	1	0
875	1	0	0
889	1	0	0
896	1	0	0
901	1	0	0
907	0	1	0
914	1	0	0
920	1	0	0
939	1	0	0
940	1	0	0
966	1	0	0
973	0	1	0
983	1	0	0
987	1	0	0
1001	0	1	0
1002	1	0	0
1012	1	0	0
1031	0	1	0
1033	0	1	0
1042	1	0	0
1046	1	0	0
1047	1	0	0
1057	1	0	0
1064	0	1	0
1073	1	0	0
1078	1	1	0
1079	1	0	0
1082	1	0	0
1083	2	1	0
1087	1	0	0
1097	1	0	0
1102	1	0	0
1103	1	0	0
1104	1	0	0
1114	0	1	0
1124	0	1	0
1126	1	0	0
1129	1	0	0
1135	1	0	0
1136	1	0	0
1155	1	0	0
1161	1	0	0
1168	0	1	0
1178	2	0	0
1192	1	0	0
1194	1	0	0
1197	1	0	0
1202	1	0	0
1211	2	0	0
1223	1	0	0
1239	1	0	0
1292	1	0	0
1325	1	0	0
1361	0	1	0
1426	1	0	0
1451	1	0	0
1462	1	0	0
1502	1	0	0
1541	0	1	0
1550	1	0	0
1557	1	0	0
1593	1	0	0
1605	1	0	0
1647	1	0	0
1659	0	1	0
1662	1	0	0
1670	1	0	0
1680	1	0	0
1685	1	0	0
1688	1	0	0
1709	0	1	0
1747	1	0	0
1749	1	0	0
1797	1	0	0
1810	1	0	0
1827	1	0	0
1853	1	0	0
1928	2	0	0
1945	1	0	0
1964	1	0	0
2000	1	0	0
2019	1	0	0
2068	1	0	0
2103	1	0	0
2121	1	0	0
2160	1	0	0
2222	1	0	0
2228	1	0	0
2314	1	0	0
2411	1	0	0
2431	1	0	0
2472	1	0	0
2492	1	0	0
2511	1	0	0
2595	1	0	0
2675	1	0	0
2709	1	0	0
2714	1	0	0
2759	1	0	0
2965	1	0	0
2968	1	0	0
2994	0	1	0
3162	1	0	0
3309	1	0	0
3322	1	0	0
3462	1	0	0
3519	1	0	0
3543	1	0	0
3570	0	1	0
3745	1	0	0
3835	1	0	0
4120	1	0	0
4199	1	0	0
4211	1	0	0
4213	1	0	0
